,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
26,0.581,0.0594,0,-26.717,0,0.0511,0.995,0.949,0.102,0.243,129.473,audio_features,0bwErWttBRSbmZvykKLWfG,spotify:track:0bwErWttBRSbmZvykKLWfG,https://api.spotify.com/v1/tracks/0bwErWttBRSbmZvykKLWfG,https://api.spotify.com/v1/audio-analysis/0bwErWttBRSbmZvykKLWfG,179963,1,Pleiades
27,0.408,0.0174,0,-26.97,1,0.0519,0.993,0.931,0.171,0.187,82.034,audio_features,4YM4MHDoX1SLhg9RtUc9c8,spotify:track:4YM4MHDoX1SLhg9RtUc9c8,https://api.spotify.com/v1/tracks/4YM4MHDoX1SLhg9RtUc9c8,https://api.spotify.com/v1/audio-analysis/4YM4MHDoX1SLhg9RtUc9c8,113655,4,White Christmas
28,0.166,0.186,9,-14.219,0,0.0338,0.978,0.939,0.102,0.0704,77.681,audio_features,3v6NdFWYdDD7ZgHB0Wh80a,spotify:track:3v6NdFWYdDD7ZgHB0Wh80a,https://api.spotify.com/v1/tracks/3v6NdFWYdDD7ZgHB0Wh80a,https://api.spotify.com/v1/audio-analysis/3v6NdFWYdDD7ZgHB0Wh80a,152240,3,"Satie / Arr. Barker & Balsom: 3 Gymnopédies: No. 3, Lent et grave"
29,0.448,0.166,5,-19.624,1,0.0379,0.979,0.914,0.113,0.351,109.479,audio_features,5LHsps6yM7U1ogxSQpEsxM,spotify:track:5LHsps6yM7U1ogxSQpEsxM,https://api.spotify.com/v1/tracks/5LHsps6yM7U1ogxSQpEsxM,https://api.spotify.com/v1/audio-analysis/5LHsps6yM7U1ogxSQpEsxM,155125,4,Postcards
30,0.417,0.00515,9,-25.053,1,0.0445,0.991,0.924,0.117,0.191,125.499,audio_features,4bkIaH7A7DG4ynH7lMY2PL,spotify:track:4bkIaH7A7DG4ynH7lMY2PL,https://api.spotify.com/v1/tracks/4bkIaH7A7DG4ynH7lMY2PL,https://api.spotify.com/v1/audio-analysis/4bkIaH7A7DG4ynH7lMY2PL,149833,5,Letting You Go
31,0.303,0.0687,7,-26.355,0,0.0379,0.994,0.888,0.159,0.183,149.058,audio_features,1Y4Z25ILCJ2QlOeeaxEFnn,spotify:track:1Y4Z25ILCJ2QlOeeaxEFnn,https://api.spotify.com/v1/tracks/1Y4Z25ILCJ2QlOeeaxEFnn,https://api.spotify.com/v1/audio-analysis/1Y4Z25ILCJ2QlOeeaxEFnn,176983,4,Vacker
32,0.227,0.0272,10,-26.545,1,0.0342,0.991,0.941,0.0928,0.0693,171.997,audio_features,7mOSeRohbNmEFokeDwZiGC,spotify:track:7mOSeRohbNmEFokeDwZiGC,https://api.spotify.com/v1/tracks/7mOSeRohbNmEFokeDwZiGC,https://api.spotify.com/v1/audio-analysis/7mOSeRohbNmEFokeDwZiGC,248914,4,Wholeheartedly (feat. Sander van Dijk)
33,0.378,0.0202,6,-24.62,1,0.0513,0.994,0.85,0.122,0.345,68.064,audio_features,48ozVyf0rxD2Dfokkm4ZdG,spotify:track:48ozVyf0rxD2Dfokkm4ZdG,https://api.spotify.com/v1/tracks/48ozVyf0rxD2Dfokkm4ZdG,https://api.spotify.com/v1/audio-analysis/48ozVyf0rxD2Dfokkm4ZdG,266198,3,In Between The Dark And Light
34,0.277,0.0099,7,-31.727,1,0.0447,0.995,0.908,0.0608,0.189,75.941,audio_features,7mcPqBUHml77xY5RfM0ecF,spotify:track:7mcPqBUHml77xY5RfM0ecF,https://api.spotify.com/v1/tracks/7mcPqBUHml77xY5RfM0ecF,https://api.spotify.com/v1/audio-analysis/7mcPqBUHml77xY5RfM0ecF,312253,4,"Bach, JS: Goldberg Variations, BWV 988: Aria"
35,0.348,0.0415,9,-26.768,0,0.0651,0.995,0.949,0.0923,0.305,184.863,audio_features,4cGKVwV5zyzWkZ24NIjACt,spotify:track:4cGKVwV5zyzWkZ24NIjACt,https://api.spotify.com/v1/tracks/4cGKVwV5zyzWkZ24NIjACt,https://api.spotify.com/v1/audio-analysis/4cGKVwV5zyzWkZ24NIjACt,117712,4,Above The Clouds
36,0.38,0.0463,3,-29.616,1,0.0343,0.994,0.931,0.151,0.348,89.061,audio_features,31IUuZEPubpKyDY4lqKBo6,spotify:track:31IUuZEPubpKyDY4lqKBo6,https://api.spotify.com/v1/tracks/31IUuZEPubpKyDY4lqKBo6,https://api.spotify.com/v1/audio-analysis/31IUuZEPubpKyDY4lqKBo6,125801,4,One Wing
37,0.314,0.107,0,-23.937,0,0.0389,0.991,0.884,0.0819,0.145,137.922,audio_features,5eRABkMT7Qnnw6XQgVesyU,spotify:track:5eRABkMT7Qnnw6XQgVesyU,https://api.spotify.com/v1/tracks/5eRABkMT7Qnnw6XQgVesyU,https://api.spotify.com/v1/audio-analysis/5eRABkMT7Qnnw6XQgVesyU,165294,3,Sky Wheel
