,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
51,0.699,0.883,5,-3.226,0,0.219,0.0288,0.0,0.817,0.499,127.961,audio_features,3MOECVkNshqHYTPt5DZcdN,spotify:track:3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/tracks/3MOECVkNshqHYTPt5DZcdN,https://api.spotify.com/v1/audio-analysis/3MOECVkNshqHYTPt5DZcdN,211975,4,Five More Hours
52,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,audio_features,6s3GEN8wK0OMzzzZbXj0fu,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,https://api.spotify.com/v1/tracks/6s3GEN8wK0OMzzzZbXj0fu,https://api.spotify.com/v1/audio-analysis/6s3GEN8wK0OMzzzZbXj0fu,212647,4,Hymn for the Weekend - Seeb Remix
53,0.521,0.765,10,-6.694,1,0.507,0.657,0.0,0.117,0.513,146.933,audio_features,5ZvowMflgByljFXiqgTIFZ,spotify:track:5ZvowMflgByljFXiqgTIFZ,https://api.spotify.com/v1/tracks/5ZvowMflgByljFXiqgTIFZ,https://api.spotify.com/v1/audio-analysis/5ZvowMflgByljFXiqgTIFZ,214873,4,The Great Alone
54,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,audio_features,0gb1J5UrTpzaU1s3nupgCd,spotify:track:0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/tracks/0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/audio-analysis/0gb1J5UrTpzaU1s3nupgCd,189127,4,No Money
55,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,audio_features,5jrdCoLpJSvHHorevXBATy,spotify:track:5jrdCoLpJSvHHorevXBATy,https://api.spotify.com/v1/tracks/5jrdCoLpJSvHHorevXBATy,https://api.spotify.com/v1/audio-analysis/5jrdCoLpJSvHHorevXBATy,215672,4,Dark Horse
56,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,audio_features,61dCUoMCg28qEBzrW6htYM,spotify:track:61dCUoMCg28qEBzrW6htYM,https://api.spotify.com/v1/tracks/61dCUoMCg28qEBzrW6htYM,https://api.spotify.com/v1/audio-analysis/61dCUoMCg28qEBzrW6htYM,227833,4,Rather Be (feat. Jess Glynne)
57,0.596,0.856,4,-3.556,0,0.0346,0.0211,0.0178,0.141,0.743,127.949,audio_features,6YUTL4dYpB9xZO5qExPf05,spotify:track:6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/tracks/6YUTL4dYpB9xZO5qExPf05,https://api.spotify.com/v1/audio-analysis/6YUTL4dYpB9xZO5qExPf05,222533,4,Summer
58,0.746,0.846,9,-2.432,1,0.048,0.0485,0.0,0.195,0.403,114.955,audio_features,10AsRVRdU07cMAFHeGYO3c,spotify:track:10AsRVRdU07cMAFHeGYO3c,https://api.spotify.com/v1/tracks/10AsRVRdU07cMAFHeGYO3c,https://api.spotify.com/v1/audio-analysis/10AsRVRdU07cMAFHeGYO3c,174933,4,Solo Dance
59,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,audio_features,6RUKPb4LETWmmr3iAEQktW,spotify:track:6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/tracks/6RUKPb4LETWmmr3iAEQktW,https://api.spotify.com/v1/audio-analysis/6RUKPb4LETWmmr3iAEQktW,247160,4,Something Just Like This
60,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,audio_features,72gv4zhNvRVdQA0eOenCal,spotify:track:72gv4zhNvRVdQA0eOenCal,https://api.spotify.com/v1/tracks/72gv4zhNvRVdQA0eOenCal,https://api.spotify.com/v1/audio-analysis/72gv4zhNvRVdQA0eOenCal,212733,4,Symphony (feat. Zara Larsson)
