,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track_name
127,0.533,0.851,7,-3.435,1,0.201,0.00281,1.57e-06,0.14,0.77,203.802,audio_features,6wtgR5ZVbOZPHIeMNQwugp,spotify:track:6wtgR5ZVbOZPHIeMNQwugp,https://api.spotify.com/v1/tracks/6wtgR5ZVbOZPHIeMNQwugp,https://api.spotify.com/v1/audio-analysis/6wtgR5ZVbOZPHIeMNQwugp,186650,4,Adore U
128,0.773,0.849,0,-2.283,1,0.114,0.13,0.0,0.279,0.928,150.001,audio_features,2RwHcRK2KfIAUGNq4Nlfv5,spotify:track:2RwHcRK2KfIAUGNq4Nlfv5,https://api.spotify.com/v1/tracks/2RwHcRK2KfIAUGNq4Nlfv5,https://api.spotify.com/v1/audio-analysis/2RwHcRK2KfIAUGNq4Nlfv5,196947,4,Picky Picky
129,0.624,0.86,1,-3.346,1,0.0387,0.0886,1.1e-05,0.123,0.447,99.968,audio_features,28xjm4FnnGI4Xnds7VoNSl,spotify:track:28xjm4FnnGI4Xnds7VoNSl,https://api.spotify.com/v1/tracks/28xjm4FnnGI4Xnds7VoNSl,https://api.spotify.com/v1/audio-analysis/28xjm4FnnGI4Xnds7VoNSl,203933,4,Wave
130,0.763,0.835,2,-5.234,0,0.191,0.323,0.00221,0.225,0.645,131.875,audio_features,6hvczQ05jc1yGlp9zhb95V,spotify:track:6hvczQ05jc1yGlp9zhb95V,https://api.spotify.com/v1/tracks/6hvczQ05jc1yGlp9zhb95V,https://api.spotify.com/v1/audio-analysis/6hvczQ05jc1yGlp9zhb95V,191050,4,Kill This Love
131,0.681,0.814,11,-2.83,0,0.0603,0.145,0.0,0.556,0.876,89.993,audio_features,4pi0Elz7B7cLfw37J3bYm9,spotify:track:4pi0Elz7B7cLfw37J3bYm9,https://api.spotify.com/v1/tracks/4pi0Elz7B7cLfw37J3bYm9,https://api.spotify.com/v1/audio-analysis/4pi0Elz7B7cLfw37J3bYm9,207053,4,Growl
132,0.722,0.918,8,-2.952,1,0.0607,0.141,0.0,0.409,0.831,100.024,audio_features,19t5GSN3XsLB7UOsZD8Fwv,spotify:track:19t5GSN3XsLB7UOsZD8Fwv,https://api.spotify.com/v1/tracks/19t5GSN3XsLB7UOsZD8Fwv,https://api.spotify.com/v1/audio-analysis/19t5GSN3XsLB7UOsZD8Fwv,167797,4,CLAP
133,0.793,0.805,10,-4.224,1,0.0438,0.1,9.03e-05,0.0641,0.507,135.987,audio_features,7kTKAdVVlDxve6Qr7Hm7Qc,spotify:track:7kTKAdVVlDxve6Qr7Hm7Qc,https://api.spotify.com/v1/tracks/7kTKAdVVlDxve6Qr7Hm7Qc,https://api.spotify.com/v1/audio-analysis/7kTKAdVVlDxve6Qr7Hm7Qc,217560,4,Bad Girl Good Girl
134,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,audio_features,5KawlOMHjWeUjQtnuRs22c,spotify:track:5KawlOMHjWeUjQtnuRs22c,https://api.spotify.com/v1/tracks/5KawlOMHjWeUjQtnuRs22c,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,229773,4,Boy With Luv (feat. Halsey)
135,0.835,0.934,1,-1.258,1,0.0431,0.125,0.000501,0.222,0.811,124.98,audio_features,4vLqN0bIxIQjlet2mIMBnx,spotify:track:4vLqN0bIxIQjlet2mIMBnx,https://api.spotify.com/v1/tracks/4vLqN0bIxIQjlet2mIMBnx,https://api.spotify.com/v1/audio-analysis/4vLqN0bIxIQjlet2mIMBnx,233280,4,Ring Ding Dong
136,0.769,0.966,2,-1.484,1,0.0292,0.00431,2.93e-05,0.265,0.783,123.019,audio_features,1dyMRzKZMakJqmOnsUUZ9X,spotify:track:1dyMRzKZMakJqmOnsUUZ9X,https://api.spotify.com/v1/tracks/1dyMRzKZMakJqmOnsUUZ9X,https://api.spotify.com/v1/audio-analysis/1dyMRzKZMakJqmOnsUUZ9X,225787,4,Hot Summer
137,0.901,0.74,11,-5.108,1,0.0751,0.161,1.35e-06,0.155,0.946,130.971,audio_features,0TBNg82Zqi0k1VslEe2ooq,spotify:track:0TBNg82Zqi0k1VslEe2ooq,https://api.spotify.com/v1/tracks/0TBNg82Zqi0k1VslEe2ooq,https://api.spotify.com/v1/audio-analysis/0TBNg82Zqi0k1VslEe2ooq,214773,4,Nobody
138,0.751,0.767,7,-4.752,0,0.0577,0.353,2.71e-06,0.289,0.768,89.93,audio_features,1CkTEh21SLHbiAj2qy8wc1,spotify:track:1CkTEh21SLHbiAj2qy8wc1,https://api.spotify.com/v1/tracks/1CkTEh21SLHbiAj2qy8wc1,https://api.spotify.com/v1/audio-analysis/1CkTEh21SLHbiAj2qy8wc1,196702,4,Ma Boy
139,0.776,0.911,2,-3.08,0,0.131,0.155,2.59e-06,0.268,0.56,101.027,audio_features,4ecVWqbtW6phQGpZMAyqIU,spotify:track:4ecVWqbtW6phQGpZMAyqIU,https://api.spotify.com/v1/tracks/4ecVWqbtW6phQGpZMAyqIU,https://api.spotify.com/v1/audio-analysis/4ecVWqbtW6phQGpZMAyqIU,177728,4,Not Shy
140,0.789,0.88,0,-3.235,0,0.064,0.0226,0.0,0.386,0.615,123.97,audio_features,60oyvXjv0nwZnRrwZvZqUm,spotify:track:60oyvXjv0nwZnRrwZvZqUm,https://api.spotify.com/v1/tracks/60oyvXjv0nwZnRrwZvZqUm,https://api.spotify.com/v1/audio-analysis/60oyvXjv0nwZnRrwZvZqUm,220135,4,FACE
141,0.775,0.822,0,-2.487,1,0.0338,0.252,1.69e-06,0.107,0.893,120.945,audio_features,3HJnccV29D9AWUwfjLVKQm,spotify:track:3HJnccV29D9AWUwfjLVKQm,https://api.spotify.com/v1/tracks/3HJnccV29D9AWUwfjLVKQm,https://api.spotify.com/v1/audio-analysis/3HJnccV29D9AWUwfjLVKQm,178737,4,White T-Shirt
142,0.642,0.931,8,-2.82,1,0.163,0.0173,0.0,0.0815,0.884,155.088,audio_features,1117juaaAkSIUsQxTmmcKM,spotify:track:1117juaaAkSIUsQxTmmcKM,https://api.spotify.com/v1/tracks/1117juaaAkSIUsQxTmmcKM,https://api.spotify.com/v1/audio-analysis/1117juaaAkSIUsQxTmmcKM,207300,4,Pretty U
